"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Lamnidae&taxon_reso=family"
"Access Time","Fri 2017-02-03 18:17:14 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Lamnidae"
"","idreso","family"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0337"
"Records Found","705"
"Records Returned","705"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1228080","occ","","","161501","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Serravallian","","13.82","11.62","52618"
"1228090","occ","","","161503","Carcharodon carcharias","species","83174","","Carcharodon carcharias","species","83173","Early Pleistocene","","2.588","0.781","52618"
"1228091","occ","","","161503","Isurus oxyrhinchus","species","83168","","Isurus oxyrhinchus","species","83168","Early Pleistocene","","2.588","0.781","52618"
"1228194","occ","","","161524","Carcharodon escheri","species","210112","","Carcharodon escheri","species","210112","Serravallian","","13.82","11.62","52633"
"1228198","occ","","","161524","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Serravallian","","13.82","11.62","52633"
"1228217","occ","","","161525","Carcharodon escheri","species","210112","","Carcharodon escheri","species","210112","Serravallian","","13.82","11.62","52633"
"1228218","occ","","","161525","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Serravallian","","13.82","11.62","52633"
"1228556","occ","","","161620","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Langhian","","15.97","13.82","52633"
"1229410","occ","","","18579","Carcharodon subauriculatus","species","83172","","Carcharodon subauriculatus","species","83172","Early Hemingfordian","","20.43","15.97","52700"
"1229411","occ","","","18579","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Early Hemingfordian","","20.43","15.97","52700"
"1229412","occ","","","18579","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Early Hemingfordian","","20.43","15.97","52700"
"1229955","occ","","","148227","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Langhian","","15.97","13.82","52731"
"1230304","occ","","","161965","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Middle Miocene","","15.97","11.608","52765"
"1230780","occ","","","161996","Isurus desori","species","280548","","Isurus desori","species","280548","Badenian","","13.65","12.7","52772"
"1230781","occ","","","161996","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Badenian","","13.65","12.7","52772"
"1230782","occ","","","161996","Isurus retroflexus","species","34613","species not entered","Isurus","genus","34613","Badenian","","13.65","12.7","52772"
"1230916","occ","","","162017","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Badenian","","13.65","12.7","52778"
"1230929","occ","","","162020","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52781"
"1230932","occ","","","162021","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Middle Miocene","","15.97","11.608","52781"
"1230934","occ","","","162022","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Early Miocene","Middle Miocene","23.03","11.608","52781"
"1230950","occ","","","77041","Carcharodon sp.","genus","34605","","Carcharodon","genus","34605","Lutetian","","47.8","41.3","52784"
"1234224","occ","","","140010","Carcharodon plicatilis","species","260084","","Carcharodon plicatilis","species","260083","Tortonian","","11.62","7.246","45189"
"1234255","occ","","","162452","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Late Miocene","","11.608","5.333","52569"
"1234274","occ","","","18554","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Late Clarendonian","","13.6","10.3","52569"
"1234289","occ","","","162457","Carcharodon sp.","genus","34605","","Carcharodon","genus","34605","Late Miocene","","11.608","5.333","52569"
"1234291","occ","","","162457","Parotodus benedeni","species","280547","","Parotodus benedeni","species","280547","Late Miocene","","11.608","5.333","52569"
"1234294","occ","","","162457","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Late Miocene","","11.608","5.333","52569"
"1234295","occ","","","162457","Carcharodon carcharias","species","83174","","Carcharodon carcharias","species","83173","Late Miocene","","11.608","5.333","52569"
"1234301","occ","","","162458","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Late Miocene","","11.608","5.333","52569"
"1234302","occ","","","162458","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Late Miocene","","11.608","5.333","52569"
"1235955","occ","","","162666","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Late Miocene","Pliocene","11.608","2.588","52960"
"1235969","occ","","","162669","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Late Miocene","Early Pliocene","11.608","3.6","52962"
"1235972","occ","","","162671","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Late Miocene","","11.608","5.333","52963"
"1235973","occ","","","162672","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Late Miocene","","11.608","5.333","52963"
"1235975","occ","","","162673","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Late Miocene","","11.608","5.333","52963"
"1235978","occ","","","162675","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Late Miocene","","11.608","5.333","52963"
"1236029","occ","","","162678","Isurus retroflexus","species","34613","species not entered","Isurus","genus","34613","Late Miocene","","11.608","5.333","52965"
"1236070","occ","","","162679","Carcharodon escheri","species","210112","","Carcharodon escheri","species","210112","Late Miocene","","11.608","5.333","52966"
"1236072","occ","","","162679","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Late Miocene","","11.608","5.333","52966"
"1236073","occ","","","162679","Lamna nasus","species","34615","species not entered","Lamna","genus","34615","Late Miocene","","11.608","5.333","52966"
"1236091","occ","","","65955","Isurus desori","species","280548","","Isurus desori","species","280548","MN 13","","7.246","4.9","52967"
"1236092","occ","","","65955","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","MN 13","","7.246","4.9","52967"
"1236125","occ","","","65954","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","MN 13","","7.246","4.9","52967"
"1236152","occ","","","91423","Isurus desori","species","280548","","Isurus desori","species","280548","Messinian","","7.246","5.333","52967"
"1236176","occ","","","56459","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Late Miocene","","11.608","5.333","52968"
"1236177","occ","","","56459","Isurus desori","species","280548","","Isurus desori","species","280548","Late Miocene","","11.608","5.333","52968"
"1236178","occ","","","56459","Isurus benedeni","species","34613","species not entered","Isurus","genus","34613","Late Miocene","","11.608","5.333","52968"
"1236179","occ","","","56459","Isurus oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Late Miocene","","11.608","5.333","52968"
"1236180","occ","","","56459","Procarcharodon megaladon","species","100434","subjective synonym of, species not entered","Carcharodon","genus","34605","Late Miocene","","11.608","5.333","52968"
"1236181","occ","","","56459","Procarcharodon rondeletti","species","100434","subjective synonym of, species not entered","Carcharodon","genus","34605","Late Miocene","","11.608","5.333","52968"
"1236418","occ","","","162702","Oxyrhina hastalis","species","80595","recombined as","Carcharodon hastalis","species","80595","Late Miocene","","11.608","5.333","52975"
"1236423","occ","","","162703","Carcharodon rondeleti","species","132707","","Carcharodon rondeleti","species","132707","Late Miocene","","11.608","5.333","52975"
"1236465","occ","","","162713","Oxyrhina hastalis","species","80595","recombined as","Carcharodon hastalis","species","80595","Late Miocene","","11.608","5.333","52975"
"1236472","occ","","","162714","Oxyrhina hastalis","species","80595","recombined as","Carcharodon hastalis","species","80595","Late Miocene","","11.608","5.333","52975"
"1236477","occ","","","162715","Oxyrhina hastalis","species","80595","recombined as","Carcharodon hastalis","species","80595","Late Miocene","","11.608","5.333","52975"
"1236490","occ","","","162719","Isurus desori","species","280548","","Isurus desori","species","280548","Tortonian","","11.62","7.246","52978"
"1236519","occ","","","162724","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Late Miocene","","11.608","5.333","52979"
"1237892","occ","","","163055","Carcharocles chubutensis","species","301191","recombined as","Carcharodon subauriculatus","species","83172","Burdigalian","","20.44","15.97","52569"
"1242520","occ","","","163744","Isurus praecursor","species","124962","","Isurus praecursor","species","124962","Late Eocene","","37.2","33.9","53398"
"1245681","occ","","","164232","Carcharodon auriculatus","species","205319","","Carcharodon auriculatus","species","205317","Bartonian","Priabonian","41.3","33.9","53595"
"1245682","occ","","","164233","Carcharodon auriculatus","species","205319","","Carcharodon auriculatus","species","205317","Late Eocene","","37.2","33.9","53595"
"1245684","occ","","","164234","Carcharodon auriculatus","species","205319","","Carcharodon auriculatus","species","205317","Late Oligocene","","28.4","23.03","53595"
"1245685","occ","","","164235","Carcharodon auriculatus","species","205319","","Carcharodon auriculatus","species","205317","Late Eocene","","37.2","33.9","53595"
"1255680","occ","","","166506","Lamnidae sp.","genus","80587","","Lamnidae","family","80587","Early Miocene","","23.03","15.97","54378"
"1255695","occ","","","166507","Lamnidae sp.","genus","80587","","Lamnidae","family","80587","Early Miocene","","23.03","15.97","54378"
"1264124","occ","","","167918","Lamna sp.","genus","34615","","Lamna","genus","34615","Campanian","Early Maastrichtian","83.6","66","54899"
"1264574","occ","","","167994","Lamna serra","species","144459","","Lamna serra","species","144459","Late Cretaceous","","100.5","66","54985"
"1264830","occ","","","168017","Isurus oxyrhinchus","species","83168","","Isurus oxyrhinchus","species","83168","Tortonian","","11.62","7.246","55017"
"1264831","occ","","","168017","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Tortonian","","11.62","7.246","55017"
"1264832","occ","","","168017","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Tortonian","","11.62","7.246","55017"
"1265951","occ","","","168112","Carcharodon plicatilis","species","260084","","Carcharodon plicatilis","species","260083","Messinian","","7.246","5.333","55065"
"1265976","occ","","","160781","Carcharodon plicatilis","species","260084","","Carcharodon plicatilis","species","260083","Tortonian","","11.62","7.246","55065"
"1289478","occ","","","172172","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Tortonian","","11.62","7.246","55908"
"1328133","occ","","","178660","Lamna nigeriana","species","34615","species not entered","Lamna","genus","34615","Maastrichtian","","72.1","66","59073"
"1329534","occ","","","19460","Carcharodon sp.","genus","34605","","Carcharodon","genus","34605","Barstovian","","15.97","13.6","52055"
"1329535","occ","","","19460","Isurus sp.","genus","34613","","Isurus","genus","34613","Barstovian","","15.97","13.6","52055"
"1335762","occ","","","169302","Lamna ? aff. vincenti","species","132651","","Lamna vincenti","species","253566","Ypresian","","56","47.8","59776"
"1344272","occ","","","181902","Isurus sp.","genus","34613","","Isurus","genus","34613","Turonian","","93.9","89.8","60505"
"1345741","occ","","","182218","Isurus cf. oxyrinchus","species","34613","species not entered","Isurus","genus","34613","Aquitanian","","23.03","20.44","60603"
"1353168","occ","","","31173","Lamna cf. nasus","species","34615","species not entered","Lamna","genus","34615","Ypresian","","56","47.8","49265"
"1353169","occ","","","31173","Carcharocles auriculatus","species","285239","recombined as","Carcharodon auriculatus","species","205317","Ypresian","","56","47.8","49265"
"1353186","occ","","","31173","Isurus praecursor","species","124962","","Isurus praecursor","species","124962","Ypresian","","56","47.8","47944"
